date,home_team,away_team,home_score,away_score,tournament,neutral,home_elo_before,away_elo_before,home_form,away_form,h2h_home_winrate
1990-05-30,Burkina Faso,Ghana,1,0,Friendly,False,1502.178034668509,1500.0,1.0,1.0,0.5
1990-05-30,Austria,Netherlands,3,2,Friendly,False,1523.1740274185538,1490.801040825351,2.0,0.5,0.5
1990-06-01,Jordan,Iraq,0,2,Friendly,False,1500.0,1497.2784116708865,1.0,1.0,0.5
1990-06-02,Belgium,Mexico,3,0,Friendly,False,1485.6750539525906,1530.571183182181,0.6666666666666666,2.25,0.5
1990-06-02,Hungary,Colombia,3,1,Friendly,False,1495.8964613111257,1500.632964534199,1.5,1.6,0.5
1990-06-02,Malta,Republic of Ireland,0,3,Friendly,False,1463.8835230945017,1514.392655431436,0.25,2.0,0.5
1990-06-02,Switzerland,United States,2,1,Friendly,False,1492.2491767756364,1511.374396117121,1.3333333333333333,2.4,0.5
1990-06-02,Tunisia,England,1,1,Friendly,False,1500.0,1510.9086372208271,1.0,2.25,0.5
1990-06-03,Gambia,Mauritania,2,1,African Cup of Nations qualification,False,1474.7264930642864,1510.2941722711466,0.3333333333333333,3.0,0.0
1990-06-03,Yugoslavia,Netherlands,0,2,Friendly,False,1490.5142268825416,1484.4367974944923,0.5,0.3333333333333333,0.5
1990-06-06,Belgium,Poland,1,1,Friendly,False,1500.422564937999,1532.8906238510174,1.25,1.4,0.5
1990-06-06,Norway,Denmark,1,2,Friendly,False,1524.9995873859802,1498.102737617333,2.3333333333333335,1.0,0.5
1990-06-07,Namibia,Mauritius,1,2,Friendly,False,1500.0,1487.402274993101,1.0,0.0,0.5
1990-06-08,Argentina,Cameroon,0,1,FIFA World Cup,True,1498.0518407931936,1481.9716934472135,1.0,0.8,0.5
1990-06-09,Italy,Austria,1,0,FIFA World Cup,False,1512.7848824167966,1529.5382707494125,1.6666666666666667,2.2,0.5
1990-06-09,Russia,Romania,0,2,FIFA World Cup,True,1517.978316039734,1541.5667109640456,1.8,2.0,0.5
1990-06-09,United Arab Emirates,Colombia,0,2,FIFA World Cup,True,1424.861076449899,1489.6457595992974,0.2,1.4,0.5
1990-06-10,Botswana,Mauritius,0,1,Friendly,False,1490.1900747386846,1500.5342098354963,0.6666666666666666,1.5,0.5
1990-06-10,Brazil,Sweden,2,1,FIFA World Cup,True,1498.046120378286,1542.467885997285,1.3333333333333333,2.2,0.5
1990-06-10,Germany,Yugoslavia,4,1,FIFA World Cup,True,1505.4878280012852,1471.0716866147427,1.75,0.3333333333333333,0.5
1990-06-10,United States,Czechoslovakia,1,5,FIFA World Cup,True,1503.6610079604145,1462.506827897876,1.8,0.0,0.5
1990-06-11,Costa Rica,Scotland,1,0,FIFA World Cup,True,1472.6773854441726,1484.5903787801512,0.6,1.4,0.5
1990-06-11,England,Republic of Ireland,1,1,FIFA World Cup,True,1513.4181292792905,1534.3687386484005,2.0,2.2,0.5
1990-06-12,Belgium,South Korea,2,0,FIFA World Cup,True,1498.5029535037063,1508.4233774064455,1.2,1.25,0.5
1990-06-12,Netherlands,Egypt,1,1,FIFA World Cup,True,1503.8793377622912,1464.4942921438123,1.0,1.4,0.5
1990-06-13,Argentina,Russia,2,0,FIFA World Cup,True,1487.5893471309828,1503.9951470513051,1.0,1.2,0.5
1990-06-13,Uruguay,Spain,0,0,FIFA World Cup,True,1526.7782554183416,1507.326254939752,1.4,2.0,0.5
1990-06-14,Yugoslavia,Colombia,1,0,FIFA World Cup,True,1455.2995471241993,1501.8807517628832,0.25,2.0,0.5
1990-06-14,Italy,United States,1,0,FIFA World Cup,False,1520.43367501912,1482.7003762320928,2.0,1.8,0.5
1990-06-14,Cameroon,Romania,2,1,FIFA World Cup,True,1492.4341871094243,1555.5498799524744,1.4,2.0,0.5
1990-06-15,Austria,Czechoslovakia,0,1,FIFA World Cup,True,1521.889478147089,1483.4674596261975,2.0,0.6,0.5
1990-06-15,Germany,United Arab Emirates,5,1,FIFA World Cup,True,1521.2599674918283,1412.6260842863132,2.0,0.0,0.5
1990-06-16,Brazil,Costa Rica,1,0,FIFA World Cup,True,1509.3177598666846,1483.0201346431688,1.75,0.6,0.5
1990-06-16,England,Netherlands,0,0,FIFA World Cup,True,1514.0204064714708,1502.7505758743523,1.6,1.0,0.5
1990-06-16,Sweden,Scotland,1,2,FIFA World Cup,True,1531.1962465088866,1474.247629581155,1.6,0.8,0.5
1990-06-17,Belgium,Uruguay,3,1,FIFA World Cup,True,1513.9311362743704,1526.2189660969543,1.8,1.0,0.5
1990-06-17,Republic of Ireland,Egypt,0,0,FIFA World Cup,True,1533.76646145622,1465.6230540317513,1.8,1.0,0.5
1990-06-17,South Korea,Spain,1,3,FIFA World Cup,True,1492.9951946357814,1507.885544261139,1.0,1.75,0.5
1990-06-18,Argentina,Romania,1,1,FIFA World Cup,True,1503.2971164904172,1543.7529873061062,1.6,2.0,0.5
